Id,Singer,Song,Movie Name,Year,Hyperlink,Rating
19,Haricharan Seshadri,Mazhaiyum Theeyum,Saaho,2019,https://en.wikipedia.org/wiki/Haricharan,7
19,Haricharan Seshadri,Otha Parvayil,Vennila Kabadi Kuzhu 2,2019,https://en.wikipedia.org/wiki/Haricharan,8
19,Haricharan Seshadri,Paaraai Narasimmaa Nee Paaraai,Sye Raa Narasimha Reddy,2019,https://en.wikipedia.org/wiki/Haricharan,1
19,Haricharan Seshadri,Manamengum Maaya Oonjal,Gypsy,2019,https://en.wikipedia.org/wiki/Haricharan,9
19,Haricharan Seshadri,Suvaasamaagum Thaesame,Sye Raa Narasimha Reddy,2019,https://en.wikipedia.org/wiki/Haricharan,2
19,Haricharan Seshadri,Raja Nenja Unakaga,Sindhubaad,2019,https://en.wikipedia.org/wiki/Haricharan,3
20,Hiphop Tamizha,Vengamavan,Natpe Thunai,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,10
20,Hiphop Tamizha,Breakup Song,Naan Sirithal,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,9
20,Hiphop Tamizha,Sonna Pothum,Comali,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,10
20,Hiphop Tamizha,Single Pasanga,Natpe Thunai,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,1
20,Hiphop Tamizha,Takkunu Takkunu,Mr. Local,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,9
20,Hiphop Tamizha,Nee Nenacha,Mr. Local,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,7
20,Hiphop Tamizha,Paisa Note,Comali,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,5
20,Hiphop Tamizha,Keka Beka,Naan Sirithal,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,8
20,Hiphop Tamizha,Red Cardu,Vantha Rajavathaan Varuven,2019,https://en.wikipedia.org/wiki/Hiphop_Tamizha,6
21,Sid Sriram,Anbae Peranbae,NGK,2019,https://en.wikipedia.org/wiki/Sid_Sriram,10
21,Sid Sriram,Inayae,Thadam,2019,https://en.wikipedia.org/wiki/Sid_Sriram,8
21,Sid Sriram,Unkoodave Porakkanum,Namma Veettu Pillai,2019,https://en.wikipedia.org/wiki/Sid_Sriram,5
21,Sid Sriram,Nee Nenacha,Mr. Local,2019,https://en.wikipedia.org/wiki/Sid_Sriram,9
21,Sid Sriram,Yaaradiyo,Gorilla,2019,https://en.wikipedia.org/wiki/Sid_Sriram,1
21,Sid Sriram,Aalankuruvigalaa,Bakrid,2019,https://en.wikipedia.org/wiki/Sid_Sriram,7
21,Sid Sriram,Pularaadha,Dear Comrade,2019,https://en.wikipedia.org/wiki/Sid_Sriram,6
21,Sid Sriram,Tamizh Anthem,LKG,2019,https://en.wikipedia.org/wiki/Sid_Sriram,9
21,Sid Sriram,Maruvaarthai,Enai Noki Paayum Thota,2019,https://en.wikipedia.org/wiki/Sid_Sriram,10
